Make,Model,Ex-Showroom_Price,Displacement,Cylinders,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Type
Tata,Hexa,1929417,2179,0.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Tata,Hexa,1912593,2179,4.0,"Front, Transverse",60.0,Diesel,SUV,Automatic
Tata,Hexa,1796458,2179,4.0,"Front, Transverse",0.0,Diesel,SUV,Manual
Tata,Hexa,1371864,2179,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Tata,Hexa,1531377,2179,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Tata,Hexa,1655587,2179,4.0,"Front, Transverse",0.0,Diesel,SUV,Automatic
Toyota,Innova Crysta,1605000,2393,4.0,"Front, Longitudinal",55.0,Diesel,MUV,Manual
Toyota,Innova Crysta,1927000,2393,4.0,"Front, Longitudinal",55.0,Diesel,MUV,Manual
Toyota,Innova Crysta,1610000,2393,4.0,"Front, Longitudinal",55.0,Diesel,MUV,Manual
Toyota,Innova Crysta,1932000,2393,4.0,"Front, Longitudinal",55.0,Diesel,MUV,Manual
Toyota,Innova Crysta,2113000,2393,4.0,"Front, Longitudinal",55.0,Diesel,MUV,Manual
Toyota,Innova Crysta,1620000,2694,4.0,"Front, Longitudinal",55.0,Petrol,MUV,Automatic
Toyota,Innova Crysta,1615000,2694,4.0,"Front, Longitudinal",55.0,Petrol,MUV,Automatic
Toyota,Innova Crysta,2103000,2393,4.0,"Front, Longitudinal",55.0,Petrol,MUV,Automatic
Toyota,Innova Crysta,1807000,2393,4.0,"Front, Longitudinal",55.0,Petrol,MUV,Manual
Toyota,Innova Crysta,1493000,2755,4.0,"Front, Longitudinal",55.0,Petrol,MUV,Manual
Toyota,Innova Crysta,1498000,2755,4.0,"Front, Longitudinal",55.0,Petrol,MUV,Manual
Toyota,Innova Crysta,2097000,2393,4.0,"Front, Longitudinal",55.0,Diesel,MUV,Manual
Toyota,Innova Crysta,1892000,2393,4.0,"Front, Longitudinal",55.0,Petrol,MUV,Manual
Toyota,Innova Crysta,2171000,2694,4.0,"Front, Longitudinal",55.0,Petrol,MUV,Automatic
Toyota,Innova Crysta,1592000,2393,4.0,"Front, Longitudinal",55.0,Diesel,MUV,Manual
Toyota,Innova Crysta,1587000,2393,4.0,"Front, Longitudinal",55.0,Diesel,MUV,Manual
Jeep,Compass,1996000,1368,6.0,"Front, Longitudinal",60.0,Petrol,SUV,Automatic
Jeep,Compass,1560000,1368,6.0,"Front, Longitudinal",60.0,Petrol,SUV,Manual
Jeep,Compass,2055000,1368,6.0,"Front, Longitudinal",60.0,Petrol,SUV,Automatic
Jeep,Compass,1661000,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Jeep,Compass,1803000,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Jeep,Compass,1888000,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Jeep,Compass,1973000,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Jeep,Compass,2022000,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Jeep,Compass,2151000,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Jeep,Compass,2199000,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Jeep,Compass,2167000,1368,6.0,"Front, Longitudinal",60.0,Petrol,SUV,Automatic
Jeep,Compass,2133000,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Jeep,Compass,2311000,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Jeep,Compass,1699000,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Jeep,Compass,1599000,1368,6.0,"Front, Longitudinal",60.0,Petrol,SUV,Manual
Jeep,Compass,1900000,1368,6.0,"Front, Longitudinal",60.0,Petrol,SUV,Automatic
Jeep,Compass,2070000,1368,6.0,"Front, Longitudinal",60.0,Petrol,SUV,Automatic
Jeep,Compass,2036300,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Jeep,Compass,2214000,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Jeep,Compass,2499000,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Automatic
Jeep,Compass,2196000,1956,6.0,"Front, Longitudinal",60.0,Diesel,SUV,Automatic
Toyota,Corolla Altis,1645000,1798,4.0,"Front, Transverse",55.0,Petrol,Sedan,Manual
Toyota,Corolla Altis,1806000,1798,4.0,"Front, Transverse",55.0,Petrol,Sedan,Automatic
Toyota,Corolla Altis,1882000,1798,4.0,"Front, Transverse",55.0,Petrol,Sedan,Manual
Toyota,Corolla Altis,1936000,1364,4.0,"Front, Transverse",43.0,Diesel,Sedan,Manual
Toyota,Corolla Altis,1771000,1364,4.0,"Front, Transverse",43.0,Diesel,Sedan,Manual
Toyota,Corolla Altis,2019000,1798,4.0,"Front, Transverse",55.0,Petrol,Sedan,Automatic
Honda,Civic,1793900,1799,4.0,"Front, Transverse",47.0,Petrol,Sedan,Automatic
Honda,Civic,1944900,1799,4.0,"Front, Transverse",47.0,Petrol,Sedan,Automatic
Honda,Civic,2124900,1799,4.0,"Front, Transverse",47.0,Petrol,Sedan,Automatic
Honda,Civic,2054900,1597,4.0,"Front, Transverse",47.0,Diesel,Sedan,Manual
Honda,Civic,2234900,1597,4.0,"Front, Transverse",47.0,Diesel,Sedan,Manual
Mg,Zs Ev,2088000,0,0.0,"Front, Longitudinal",0.0,Electric,SUV,Automatic
Mg,Zs Ev,2358000,0,0.0,"Front, Longitudinal",0.0,Electric,SUV,Automatic
Kia,Carnival,2495000,2199,4.0,"Front, Longitudinal",0.0,Diesel,MUV,Automatic
Kia,Carnival,2515000,2199,4.0,"Front, Longitudinal",0.0,Diesel,MUV,Automatic
Kia,Carnival,2895000,2199,4.0,"Front, Longitudinal",0.0,Diesel,MUV,Automatic
Kia,Carnival,2995000,2199,4.0,"Front, Longitudinal",0.0,Diesel,MUV,Automatic
Kia,Carnival,3395000,2199,4.0,"Front, Longitudinal",0.0,Diesel,MUV,Automatic
Skoda,Superb,2599599,1798,4.0,"Front, Transverse",66.0,Petrol,Sedan,Manual
Skoda,Superb,2779599,1798,4.0,"Front, Transverse",66.0,Petrol,Sedan,Automatic
Skoda,Superb,3099599,1798,4.0,"Front, Transverse",66.0,Petrol,Sedan,Automatic
Skoda,Superb,3349599,1968,4.0,"Front, Transverse",66.0,Diesel,Sedan,Automatic
Skoda,Superb,3029599,1968,4.0,"Front, Transverse",66.0,Diesel,Sedan,Automatic
Skoda,Superb,2599599,1798,4.0,"Front, Transverse",66.0,Petrol,Sedan,Automatic
Skoda,Superb,2849599,1968,4.0,"Front, Transverse",66.0,Diesel,Sedan,Automatic
Volvo,V40,2769000,1984,5.0,"Front, Transverse",60.0,Diesel,Hatchback,Automatic
Volvo,V40,3191000,1984,5.0,"Front, Transverse",60.0,Diesel,Hatchback,Automatic
Toyota,Fortuner,3205000,2755,4.0,"Front, Transverse",80.0,Diesel,SUV,Automatic
Toyota,Fortuner,3019000,2755,4.0,"Front, Transverse",80.0,Diesel,SUV,Manual
Toyota,Fortuner,3216000,2755,4.0,"Front, Transverse",80.0,Diesel,SUV,Manual
Toyota,Fortuner,3395000,2755,4.0,"Front, Transverse",80.0,Diesel,SUV,Automatic
Toyota,Fortuner,2977000,2694,4.0,"Front, Transverse",80.0,Petrol,SUV,Automatic
Toyota,Fortuner,2818000,2694,4.0,"Front, Transverse",80.0,Petrol,SUV,Manual
Toyota,Fortuner,3420000,2755,4.0,"Front, Transverse",80.0,Diesel,SUV,Automatic
Ford,Endeavour,3470000,3198,5.0,"Front, Transverse",80.0,Diesel,SUV,Automatic
Ford,Endeavour,3233000,2198,4.0,"Front, Transverse",80.0,Diesel,SUV,Automatic
Ford,Endeavour,2920000,2198,4.0,"Front, Transverse",80.0,Diesel,SUV,Manual
Mini,Cooper 3 Door,2990000,1496,3.0,"Front, Longitudinal",44.0,Diesel,Hatchback,Automatic
Mini,Cooper 3 Door,3420000,1998,4.0,"Front, Longitudinal",44.0,Petrol,Hatchback,Automatic
Skoda,Kodiaq Scout,3399000,1968,4.0,"Front, Longitudinal",63.0,Diesel,SUV,Automatic
Bmw,X1,3520000,1995,4.0,"Front, Longitudinal",51.0,Diesel,"Crossover, SUV",Automatic
Bmw,X1,3930000,1995,4.0,"Front, Longitudinal",51.0,Diesel,"SUV, Crossover",Automatic
Bmw,X1,4570000,1995,4.0,"Front, Longitudinal",51.0,Diesel,"SUV, Crossover",Automatic
Bmw,X1,4240000,1995,4.0,"Front, Longitudinal",61.0,Diesel,SUV,Automatic
Bmw,X1,3830000,1998,4.0,"Front, Longitudinal",51.0,Petrol,"Crossover, SUV",Automatic
Volvo,S60,5602000,1969,4.0,"Front, Transverse",67.0,Petrol,Sedan,Automatic
Volvo,S60,3850500,1984,5.0,"Front, Longitudinal",67.5,Diesel,Sedan,Automatic
Bmw,3-Series,4140000,1995,4.0,"Front, Transverse",40.0,Diesel,Sedan,Automatic
Bmw,3-Series,4690000,1995,4.0,"Front, Transverse",40.0,Diesel,Sedan,Automatic
Bmw,3-Series,4790000,1998,4.0,"Front, Transverse",59.0,Petrol,Sedan,Automatic
Volvo,S60 Cross Country,4426500,2400,5.0,"Front, Transverse",67.0,Diesel,"Sedan, Crossover",Automatic
Audi,Q5,5021200,1968,4.0,"Front, Transverse",64.0,Diesel,SUV,Automatic
Audi,Q5,5621200,1968,4.0,"Front, Transverse",64.0,Diesel,SUV,Automatic
Audi,Q5,5021200,1984,6.0,"Front, Longitudinal",70.0,Petrol,SUV,Automatic
Audi,Q5,5621200,1984,6.0,"Front, Longitudinal",70.0,Petrol,SUV,Automatic
Land Rover Rover,Range Evoque,5494000,1999,4.0,"Front, Longitudinal",0.0,Diesel,SUV,Automatic
Land Rover Rover,Range Evoque,5985000,1999,4.0,"Front, Longitudinal",0.0,Diesel,SUV,Automatic
Land Rover Rover,Range Evoque,5494000,1997,4.0,"Front, Transverse",0.0,Petrol,SUV,Automatic
Land Rover Rover,Range Evoque,5985000,1997,4.0,"Front, Transverse",0.0,Petrol,SUV,Automatic
Mercedes,Mercedes-Benz E-Class,5861062,1991,4.0,"Front, Longitudinal",80.0,Petrol,Sedan,Automatic
Mercedes,Mercedes-Benz E-Class,7285332,2987,6.0,"Front, Longitudinal",80.0,Diesel,Sedan,Automatic
Mercedes,Mercedes-Benz E-Class,5964321,2987,6.0,"Front, Longitudinal",80.0,Diesel,Sedan,Automatic
Mercedes,Mercedes-Benz E-Class,15000000,5461,8.0,"Front, Longitudinal",80.0,Petrol,Sedan,Automatic
Mercedes,Mercedes-Benz E-Class,5750000,1991,4.0,"Front, Longitudinal",80.0,Petrol,Sedan,Automatic
Mercedes,Mercedes-Benz E-Class,6150000,1991,4.0,"Front, Longitudinal",80.0,Petrol,Sedan,Automatic
Mercedes,Mercedes-Benz E-Class,5850000,2987,6.0,"Front, Longitudinal",80.0,Diesel,Sedan,Automatic
Mercedes,Mercedes-Benz E-Class,6250000,2987,6.0,"Front, Longitudinal",80.0,Diesel,Sedan,Automatic
Volvo,Xc60,5990000,1969,5.0,"Front, Longitudinal",70.0,Diesel,SUV,Automatic
Bmw,X4,6060000,1995,4.0,"Front, Transverse",60.0,Diesel,SUV,Automatic
Bmw,X4,6590000,2993,6.0,"Front, Longitudinal",68.0,Diesel,SUV,Automatic
Bmw,X4,6350000,1998,6.0,"Front, Longitudinal",68.0,Petrol,SUV,Automatic
Jeep,Wrangler,6394000,1999,4.0,"Front, Longitudinal",85.0,Petrol,SUV,Automatic
Mercedes,Mercedes-Benz C-Class Cabriolet,6426497,1991,4.0,"Front, Longitudinal",60.0,Petrol,Convertible,Automatic
Bmw,Z4 Roadster,6490000,1998,4.0,"Front, Transverse",52.0,Petrol,"Sports, Convertible",Automatic
Bmw,Z4 Roadster,7890000,2998,6.0,"Front, Longitudinal",52.0,Petrol,"Sports, Convertible",Automatic
Mercedes,Mercedes-Benz V-Class,6840000,2143,4.0,"Front, Transverse",93.0,Diesel,MUV,Automatic
Mercedes,Mercedes-Benz V-Class,8190000,2143,4.0,"Front, Transverse",93.0,Diesel,MUV,Automatic
Mercedes,Mercedes-Benz V-Class,11000000,1950,4.0,"Front, Transverse",70.0,Diesel,MPV,Automatic
Audi,Q7,7221500,2967,6.0,"Front, Transverse",75.0,Diesel,SUV,Automatic
Audi,Q7,8021500,2967,6.0,"Front, Transverse",75.0,Diesel,SUV,Automatic
Audi,Q7,6921500,1984,6.0,"Front, Longitudinal",75.0,Petrol,SUV,Automatic
Audi,Q7,7621500,1984,6.0,"Front, Longitudinal",75.0,Petrol,SUV,Automatic
Audi,Q7,8111500,2967,6.0,"Front, Transverse",75.0,Diesel,SUV,Automatic
Audi,Q7,7711500,1984,6.0,"Front, Longitudinal",75.0,Petrol,SUV,Automatic
Land Rover Rover,Range Evoque Convertible,6952964,1998,4.0,"Front, Longitudinal",0.0,Petrol,Convertible,Automatic
Land Rover Rover,Range Velar,7246802,1999,4.0,"Front, Longitudinal",0.0,Diesel,SUV,Automatic
Land Rover Rover,Range Velar,7246802,1997,4.0,"Front, Transverse",65.0,Petrol,SUV,Automatic
Mercedes,Mercedes-Benz E-Class All Terrain,7500000,1950,6.0,"Front, Longitudinal",80.0,Diesel,SUV,Automatic
Volvo,Xc90,8790000,1969,4.0,"Front, Longitudinal",68.0,Diesel,SUV,Automatic
Volvo,Xc90,8090000,1969,4.0,"Front, Longitudinal",68.0,Diesel,SUV,Automatic
Volvo,Xc90,13124000,1969,4.0,"Front, Longitudinal",68.0,Hybrid,SUV,Automatic
Volvo,Xc90,9665000,1969,4.0,"Front, Longitudinal",68.0,Hybrid,SUV,Automatic
Volvo,Xc90,8491500,1969,4.0,"Front, Longitudinal",68.0,Diesel,SUV,Automatic
Land Rover Rover,Range Sport,20517853,4999,8.0,0,0.0,Petrol,SUV,Automatic
Land Rover Rover,Range Sport,8670586,1997,8.0,"Front, Longitudinal",105.0,Petrol,SUV,Automatic
Land Rover Rover,Range Sport,9448181,1997,8.0,"Front, Longitudinal",105.0,Petrol,SUV,Automatic
Land Rover Rover,Range Sport,11476911,2995,6.0,"Front, Longitudinal",85.0,Petrol,SUV,Automatic
Land Rover Rover,Range Sport,15600000,1997,8.0,"Front, Longitudinal",105.0,Petrol,SUV,Automatic
Land Rover Rover,Range Sport,13228725,2995,6.0,"Front, Longitudinal",85.0,Petrol,SUV,Automatic
Land Rover Rover,Range Sport,17940227,4999,8.0,0,0.0,Petrol,SUV,Automatic
Land Rover Rover,Range Sport,10373732,2993,6.0,"Front, Longitudinal",80.0,Diesel,SUV,Automatic
Land Rover Rover,Range Sport,11913021,2993,6.0,"Front, Longitudinal",80.0,Diesel,SUV,Automatic
Land Rover Rover,Range Sport,14908985,4367,8.0,"Front, Longitudinal",105.0,Diesel,SUV,Automatic
Jaguar,Xj,9738609,2993,6.0,"Front, Longitudinal",82.0,Diesel,Sedan,Automatic
Jaguar,Xj,10725145,2993,6.0,"Front, Longitudinal",83.0,Diesel,Sedan,Automatic
Jaguar,Xj,11129599,2993,6.0,"Front, Longitudinal",82.0,Diesel,Sedan,Automatic
Porsche,Cayenne,15806000,2995,6.0,"Front, Transverse",75.0,Hybrid,SUV,Automatic
Porsche,Cayenne,19210000,3996,6.0,"Front, Transverse",90.0,Petrol,SUV,Automatic
Porsche,Cayenne,11936000,2995,6.0,"Front, Transverse",75.0,Petrol,SUV,Automatic
Maserati,Ghibli,13387856,2987,0.0,0,70.0,Diesel,0,Automatic
Maserati,Ghibli,13881858,2987,0.0,0,70.0,Diesel,0,Automatic
Maserati,Ghibli,14247814,2987,0.0,0,70.0,Diesel,0,Automatic
Toyota,Land Cruiser,14699000,4461,8.0,"Front, Longitudinal",93.0,Diesel,SUV,Automatic
Audi,Rs7,17072000,3993,8.0,"Front, Transverse",75.0,Petrol,"Sedan, Coupe",Automatic
Land Rover Rover,Range,26037526,4999,8.0,"Front, Longitudinal",105.0,Petrol,SUV,Automatic
Land Rover Rover,Range,32522000,4999,8.0,"Front, Longitudinal",105.0,Petrol,SUV,Automatic
Land Rover Rover,Range,19527130,2995,6.0,"Front, Longitudinal",85.0,Petrol,SUV,Automatic
Land Rover Rover,Range,40499548,4999,8.0,"Front, Longitudinal",65.0,Petrol,SUV,Automatic
Land Rover Rover,Range,18185267,2993,6.0,"Front, Longitudinal",0.0,Diesel,SUV,Automatic
Land Rover Rover,Range,19527130,2993,6.0,"Front, Longitudinal",0.0,Diesel,SUV,Automatic
Land Rover Rover,Range,25174051,4367,8.0,"Front, Longitudinal",0.0,Diesel,SUV,Automatic
Land Rover Rover,Range,39294685,4367,8.0,"Front, Longitudinal",0.0,Diesel,SUV,Automatic
Land Rover Rover,Range,23675691,4367,8.0,"Front, Longitudinal",0.0,Diesel,SUV,Automatic
Land Rover Rover,Range,21398758,2995,6.0,"Front, Longitudinal",85.0,Petrol,SUV,Automatic
Maserati,Grancabrio,19865675,4691,8.0,"Front, Longitudinal",75.0,Petrol,Convertible,Automatic
Mercedes,Mercedes-Benz Amg-Gt,21583466,3982,8.0,"Front, Longitudinal",75.0,Petrol,Coupe,Automatic
Mercedes,Mercedes-Benz Amg-Gt,23264134,3982,8.0,"Front, Longitudinal",75.0,Petrol,Coupe,Automatic
Mercedes,Mercedes-Benz Amg-Gt,22733626,3982,8.0,"Front, Longitudinal",75.0,Petrol,Coupe,Automatic
Mercedes,Mercedes-Benz Amg Gt 4-Door Coupe,24200000,0,8.0,"Front, Longitudinal",65.0,Petrol,Coupe,Automatic
Lamborghini,Huracan,37133704,5204,10.0,"Rear, Transverse",90.0,Petrol,Coupe,Automatic
Lamborghini,Huracan,32452486,5204,10.0,"Rear, Transverse",90.0,Petrol,Coupe,Automatic
Lamborghini,Huracan,35150732,5204,10.0,"Rear, Transverse",90.0,Petrol,Coupe,Automatic
Lamborghini,Huracan,37614126,5204,10.0,"Rear, Transverse",90.0,Petrol,Coupe,Automatic
Lamborghini,Huracan,35535000,5204,10.0,"Rear, Transverse",90.0,Petrol,Coupe,Automatic
Lamborghini,Huracan,40742932,5204,10.0,"Rear, Transverse",90.0,Petrol,Coupe,Automatic
Lamborghini,Huracan,37300000,5204,10.0,"Rear, Transverse",90.0,Petrol,Coupe,Automatic
Lamborghini,Huracan,41000000,5204,10.0,"Rear, Transverse",0.0,Petrol,Convertible,Automatic
Lamborghini,Huracan,32200000,5204,10.0,"Rear, Transverse",90.0,Petrol,Coupe,Automatic
Ferrari,488 Gtb,36761413,3902,8.0,"Front, Longitudinal",78.0,Petrol,Coupe,Automatic
Ferrari,488 Gtb,39319552,3902,8.0,"Front, Longitudinal",78.0,Petrol,Coupe,Automatic
Ferrari,Gtc4 Lusso,42000000,3900,8.0,"Front, Longitudinal",91.0,Petrol,Coupe,Automatic
Ferrari,Gtc4 Lusso,52000000,6262,8.0,"Front, Longitudinal",91.0,Petrol,Coupe,Automatic
Lamborghini,Aventador,47893943,6498,12.0,"Front, Longitudinal",90.0,Petrol,Convertible,Automatic
Lamborghini,Aventador,53210327,6498,12.0,"Front, Longitudinal",90.0,Petrol,Convertible,Automatic
Lamborghini,Aventador,47467700,6498,12.0,"Front, Longitudinal",90.0,Petrol,Coupe,Automatic
Rolls-Royce,Rolls-Royce Dawn,59216193,6598,12.0,"Front, Longitudinal",80.0,Petrol,Convertible,Automatic
Rolls-Royce,Rolls-Royce Drophead Coupe,83755383,6749,12.0,"Front, Transverse",100.0,Petrol,Convertible,Automatic
Maruti Suzuki,Omni,282778,796,3.0,"Front, Longitudinal",35.0,Petrol,MPV,Manual
Maruti Suzuki,Omni,284485,796,3.0,"Front, Longitudinal",36.0,Petrol,MPV,Manual
Datsun,Go+,412292,1198,3.0,"Front, Transverse",35.0,Petrol,MPV,Manual
Datsun,Go+,552656,1198,3.0,"Front, Transverse",35.0,Petrol,MPV,Manual
Datsun,Go+,574448,1198,3.0,"Front, Transverse",35.0,Petrol,MPV,Manual
Datsun,Go+,555196,1198,3.0,"Front, Transverse",35.0,Petrol,MPV,Manual
Datsun,Go+,500575,1198,3.0,"Front, Transverse",35.0,Petrol,MPV,Manual
Datsun,Go+,593361,1198,3.0,"Front, Transverse",35.0,Petrol,MPV,Manual
Datsun,Go+,615153,1198,3.0,"Front, Transverse",35.0,Petrol,MPV,Manual
Datsun,Go+,658361,1198,3.0,"Front, Transverse",35.0,Petrol,MPV,Manual
Datsun,Go+,680153,1198,3.0,"Front, Transverse",35.0,Petrol,MPV,Manual
Fiat,Punto Evo Pure,482330,1172,4.0,"Front, Longitudinal",45.0,Petrol,Hatchback,Manual
Fiat,Punto Evo Pure,575947,1248,4.0,"Front, Transverse",45.0,Diesel,Hatchback,Manual
Ford,Figo,523000,1194,4.0,"Front, Transverse",42.0,Petrol,Hatchback,Manual
Ford,Figo,623000,1498,4.0,"Front, Transverse",40.0,Diesel,Hatchback,Manual
Ford,Figo,599900,1196,4.0,"Front, Transverse",42.0,Petrol,Hatchback,Manual
Ford,Figo,699900,1498,4.0,"Front, Transverse",40.0,Diesel,Hatchback,Manual
Ford,Figo,664900,1194,4.0,"Front, Transverse",42.0,Petrol,Hatchback,Manual
Ford,Figo,764900,1498,4.0,"Front, Transverse",40.0,Diesel,Hatchback,Manual
Maruti Suzuki,Baleno,746621,1248,4.0,"Front, Transverse",37.0,Diesel,Hatchback,Manual
Maruti Suzuki,Baleno,868221,1248,4.0,"Front, Transverse",37.0,Diesel,Hatchback,Manual
Maruti Suzuki,Baleno,668611,1248,4.0,"Front, Transverse",37.0,Diesel,Hatchback,Manual
Maruti Suzuki,Baleno,807921,1248,4.0,"Front, Transverse",37.0,Diesel,Hatchback,Manual
Maruti Suzuki,Baleno,758212,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Maruti Suzuki,Baleno,890212,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Automatic
Maruti Suzuki,Baleno,636612,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Maruti Suzuki,Baleno,768612,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Automatic
Maruti Suzuki,Baleno,558602,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Maruti Suzuki,Baleno,697912,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Maruti Suzuki,Baleno,733412,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Maruti Suzuki,Baleno,789912,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Maruti Suzuki,Baleno,829912,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Automatic
Hyundai,Grand I10,586428,1197,4.0,"Front, Transverse",43.0,Petrol,Hatchback,Manual
Hyundai,Grand I10,620637,1197,4.0,"Front, Transverse",43.0,Petrol,Hatchback,Manual
Hyundai,Grand I10,652328,1197,4.0,"Front, Transverse",43.0,Petrol,Hatchback,Automatic
Hyundai,Grand I10,705538,1197,4.0,"Front, Transverse",43.0,Petrol,Hatchback,Automatic
Hyundai,Grand I10,640537,1197,4.0,"Front, Transverse",43.0,Petrol,Hatchback,Manual
Hyundai,Grand I10,653452,1197,4.0,"Front, Transverse",43.0,CNG,Hatchback,Manual
Fiat,Linea Classic,751203,1248,4.0,"Front, Transverse",45.0,Diesel,Sedan,Manual
Fiat,Linea Classic,646336,1368,4.0,"Front, Transverse",45.0,Petrol,Sedan,Manual
Fiat,Linea Classic,808558,1248,4.0,"Front, Transverse",45.0,Diesel,Sedan,Manual
Nissan,Sunny,707025,1498,4.0,"Front, Transverse",41.0,Petrol,Sedan,Manual
Nissan,Sunny,836461,1498,4.0,"Front, Transverse",41.0,Petrol,Sedan,Manual
Nissan,Sunny,912534,1461,4.0,"Front, Transverse",41.0,Diesel,Sedan,Manual
Nissan,Sunny,993997,1461,4.0,"Front, Transverse",41.0,Diesel,Sedan,Manual
Nissan,Sunny,860997,1461,4.0,"Front, Transverse",41.0,Diesel,Sedan,Manual
Nissan,Sunny,993997,1498,4.0,"Front, Transverse",41.0,Petrol,Sedan,Automatic
Nissan,Sunny,877285,1461,4.0,"Front, Transverse",41.0,Diesel,Sedan,Manual
Maruti Suzuki,Ertiga,759000,1462,4.0,"Front, Transverse",45.0,Petrol,MPV,Manual
Maruti Suzuki,Ertiga,917000,1462,4.0,"Front, Transverse",45.0,Petrol,MPV,Manual
Maruti Suzuki,Ertiga,936000,1462,4.0,"Front, Transverse",45.0,Petrol,MUV,Automatic
Maruti Suzuki,Ertiga,971000,1462,4.0,"Front, Transverse",45.0,Petrol,MUV,Manual
Maruti Suzuki,Ertiga,834000,1462,4.0,"Front, Transverse",45.0,Petrol,MUV,Manual
Maruti Suzuki,Ertiga,1013000,1462,4.0,"Front, Transverse",45.0,Petrol,MPV,Automatic
Maruti Suzuki,Ertiga,986689,1498,4.0,"Front, Transverse",45.0,Diesel,MPV,Manual
Maruti Suzuki,Ertiga,1069689,1498,4.0,"Front, Transverse",45.0,Diesel,MPV,Manual
Maruti Suzuki,Ertiga,1120689,1498,4.0,"Front, Transverse",45.0,Diesel,MPV,Manual
Maruti Suzuki,Ertiga,887689,1462,4.0,"Front, Transverse",45.0,CNG + Petrol,MUV,Manual
Maruti Suzuki,Baleno Rs,788913,998,3.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Honda,Wr-V,1035000,1498,0.0,"Front, Transverse",40.0,Diesel,SUV,Manual
Honda,Wr-V,925000,1199,4.0,"Front, Transverse",40.0,Petrol,SUV,Manual
Honda,Wr-V,925000,1498,4.0,"Front, Transverse",40.0,Diesel,SUV,Manual
Honda,Wr-V,815000,1199,4.0,"Front, Transverse",40.0,Petrol,SUV,Manual
Honda,Wr-V,916050,1498,4.0,"Front, Transverse",40.0,Diesel,SUV,Manual
Honda,Wr-V,808050,1199,4.0,"Front, Transverse",40.0,Petrol,SUV,Manual
Honda,Wr-V,1048050,1498,0.0,"Front, Transverse",40.0,Diesel,SUV,Manual
Honda,Wr-V,935050,1199,4.0,"Front, Transverse",40.0,Petrol,SUV,Manual
Honda,Wr-V,995000,1498,0.0,"Front, Transverse",40.0,Diesel,SUV,Manual
Mahindra,Tuv300,854328,1493,3.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Tuv300,914328,1493,3.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Tuv300,976592,1493,3.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Tuv300,999614,1493,3.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Tuv300,1031943,1493,3.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Tuv300,1022930,1493,3.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Tuv300,1055259,1493,3.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Maruti Suzuki,S-Cross,880689,1248,4.0,"Front, Transverse",48.0,Diesel,Crossover,Manual
Maruti Suzuki,S-Cross,992689,1248,4.0,"Front, Transverse",48.0,Diesel,Crossover,Manual
Maruti Suzuki,S-Cross,1043689,1248,4.0,"Front, Transverse",48.0,Diesel,Crossover,Manual
Maruti Suzuki,S-Cross,1143689,1248,4.0,"Front, Transverse",48.0,Diesel,Crossover,Manual
Renault,Captur,949999,1498,4.0,"Front, Transverse",50.0,Petrol,SUV,Manual
Renault,Captur,1049999,1461,4.0,"Front, Longitudinal",50.0,Diesel,SUV,Manual
Renault,Captur,1299999,1461,4.0,"Front, Longitudinal",50.0,Diesel,SUV,Manual
Renault,Captur,1199999,1498,4.0,"Front, Transverse",50.0,Petrol,SUV,Manual
