Make,Model,Ex-Showroom_Price,Displacement,Cylinders,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Type
Mahindra,Kuv100 Nxt,754548,1198,3.0,"Front, Transverse",35.0,Diesel,Hatchback,Manual
Mahindra,Kuv100 Nxt,693550,1198,3.0,"Front, Transverse",35.0,Petrol,Hatchback,Manual
Mahindra,Kuv100 Nxt,787304,1198,3.0,"Front, Transverse",35.0,Diesel,Hatchback,Manual
Mahindra,Kuv100 Nxt,701045,1198,3.0,"Front, Transverse",35.0,Petrol,Hatchback,Manual
Mahindra,Kuv100 Nxt,794800,1198,3.0,"Front, Transverse",35.0,Diesel,Hatchback,Manual
Mahindra,Kuv100 Nxt,573250,1198,3.0,"Front, Transverse",35.0,Petrol,Hatchback,Manual
Mahindra,Kuv100 Nxt,631146,1198,3.0,"Front, Transverse",35.0,Petrol,Hatchback,Manual
Mahindra,Kuv100 Nxt,687175,1198,3.0,"Front, Transverse",35.0,Petrol,Hatchback,Manual
Mahindra,Kuv100 Nxt,660832,1198,3.0,"Front, Transverse",35.0,Diesel,Hatchback,Manual
Mahindra,Kuv100 Nxt,748128,1198,3.0,"Front, Transverse",35.0,Diesel,Hatchback,Manual
Mahindra,Kuv100 Nxt,780884,1198,3.0,"Front, Transverse",35.0,Diesel,Hatchback,Manual
Mahindra,Kuv100 Nxt,550155,1198,3.0,"Front, Transverse",35.0,Diesel,Hatchback,Manual
Mahindra,Kuv100 Nxt,559741,1198,3.0,"Front, Transverse",35.0,Diesel,Hatchback,Manual
Mahindra,Kuv100 Nxt,524312,1198,3.0,"Front, Longitudinal",35.0,Petrol,Hatchback,Manual
Mahindra,Kuv100 Nxt,542913,1198,3.0,"Front, Longitudinal",35.0,Petrol,Hatchback,Manual
Maruti Suzuki,Swift,519000,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Maruti Suzuki,Swift,619000,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Maruti Suzuki,Swift,666000,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Automatic
Maruti Suzuki,Swift,678000,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Maruti Suzuki,Swift,725000,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Automatic
Maruti Suzuki,Swift,758000,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Manual
Maruti Suzuki,Swift,599000,1248,4.0,"Front, Transverse",37.0,Diesel,Hatchback,Manual
Maruti Suzuki,Swift,698000,1248,4.0,"Front, Transverse",37.0,Diesel,Hatchback,Manual
Maruti Suzuki,Swift,745000,1248,4.0,"Front, Transverse",37.0,Diesel,Hatchback,Automatic
Maruti Suzuki,Swift,757000,1248,4.0,"Front, Transverse",37.0,Diesel,Hatchback,Manual
Maruti Suzuki,Swift,804000,1248,4.0,"Front, Transverse",37.0,Diesel,Hatchback,Automatic
Maruti Suzuki,Swift,838000,1248,4.0,"Front, Transverse",37.0,Diesel,Hatchback,Manual
Maruti Suzuki,Swift,802000,1197,4.0,"Front, Transverse",37.0,Petrol,Hatchback,Automatic
Maruti Suzuki,Swift,884000,1248,4.0,"Front, Transverse",37.0,Diesel,Hatchback,Automatic
Tata,Altroz,529000,1199,3.0,"Front, Longitudinal",37.0,Petrol,Hatchback,Manual
Tata,Altroz,615000,1199,3.0,"Front, Longitudinal",37.0,Petrol,Hatchback,Manual
Tata,Altroz,684000,1199,3.0,"Front, Longitudinal",37.0,Petrol,Hatchback,Manual
Tata,Altroz,744000,1199,3.0,"Front, Longitudinal",37.0,Petrol,Hatchback,Manual
Tata,Altroz,769000,1199,3.0,"Front, Longitudinal",37.0,Petrol,Hatchback,Manual
Tata,Altroz,699000,1497,4.0,"Front, Longitudinal",37.0,Diesel,Hatchback,Manual
Tata,Altroz,775000,1497,4.0,"Front, Longitudinal",37.0,Diesel,Hatchback,Manual
Tata,Altroz,844000,1497,4.0,"Front, Longitudinal",37.0,Diesel,Hatchback,Manual
Tata,Altroz,904000,1497,4.0,"Front, Longitudinal",37.0,Diesel,Hatchback,Manual
Tata,Altroz,929000,1497,4.0,"Front, Longitudinal",37.0,Diesel,Hatchback,Manual
Icml,Extreme,642478,1994,4.0,"Front, Longitudinal",50.0,Diesel,SUV,Manual
Icml,Extreme,589678,1994,4.0,"Front, Longitudinal",50.0,Diesel,SUV,Manual
Icml,Extreme,689761,1994,4.0,"Front, Longitudinal",50.0,Diesel,SUV,Manual
Icml,Extreme,788177,1994,4.0,"Front, Longitudinal",50.0,Diesel,SUV,Manual
Icml,Extreme,2650777,1994,4.0,"Front, Longitudinal",50.0,Diesel,SUV,Manual
Icml,Extreme,628072,1994,4.0,"Front, Longitudinal",50.0,Diesel,SUV,Manual
Icml,Extreme,900967,1994,4.0,"Front, Longitudinal",50.0,Diesel,SUV,Manual
Icml,Extreme,1465148,1994,4.0,"Front, Longitudinal",50.0,Diesel,SUV,Manual
Icml,Extreme,552890,1994,4.0,"Front, Longitudinal",50.0,Diesel,SUV,Manual
Icml,Extreme,927689,1994,4.0,"Front, Longitudinal",50.0,Diesel,SUV,Manual
Icml,Extreme,835275,1994,4.0,"Front, Longitudinal",50.0,Diesel,SUV,Manual
Tata,Tigor,575000,1199,3.0,"Front, Transverse",35.0,Petrol,Sedan,Manual
Tata,Tigor,610000,1199,3.0,"Front, Transverse",35.0,Petrol,Sedan,Manual
Tata,Tigor,650000,1199,3.0,"Front, Transverse",35.0,Petrol,Sedan,Manual
Tata,Tigor,699000,1199,3.0,"Front, Transverse",35.0,Petrol,Sedan,Manual
Tata,Tigor,660000,1199,3.0,"Front, Transverse",35.0,Petrol,Sedan,AMT
Tata,Tigor,749000,1199,3.0,"Front, Transverse",35.0,Petrol,Sedan,AMT
Tata,Zest,582287,1193,4.0,"Front, Transverse",44.0,Petrol,Sedan,Manual
Tata,Zest,702946,1248,4.0,"Front, Transverse",44.0,Diesel,Sedan,Manual
Tata,Zest,653926,1193,4.0,"Front, Transverse",44.0,Petrol,Sedan,Manual
Tata,Zest,672641,1193,4.0,"Front, Transverse",44.0,Petrol,Sedan,Manual
Tata,Zest,732475,1193,4.0,"Front, Transverse",44.0,Petrol,Sedan,Manual
Tata,Zest,767317,1248,4.0,"Front, Transverse",44.0,Diesel,Sedan,Manual
Tata,Zest,793898,1248,4.0,"Front, Transverse",44.0,Diesel,Sedan,Manual
Tata,Zest,855362,1248,4.0,"Front, Transverse",44.0,Diesel,Sedan,Manual
Tata,Zest,836320,1248,4.0,"Front, Transverse",44.0,Diesel,Sedan,AMT
Tata,Zest,989000,1248,4.0,"Front, Transverse",44.0,Diesel,Sedan,Automatic
Tata,Zest,788797,1248,4.0,"Front, Transverse",44.0,Diesel,Sedan,Manual
Honda,Amaze,763000,1199,4.0,"Front, Transverse",35.0,Petrol,Sedan,Automatic
Honda,Amaze,705000,1498,4.0,"Front, Transverse",35.0,Diesel,Sedan,Manual
Honda,Amaze,593000,1199,4.0,"Front, Transverse",35.0,Petrol,Sedan,Manual
Honda,Amaze,865000,1498,4.0,"Front, Transverse",35.0,Diesel,Sedan,Automatic
Honda,Amaze,823000,1199,4.0,"Front, Transverse",35.0,Petrol,Sedan,Automatic
Honda,Amaze,925000,1498,4.0,"Front, Transverse",35.0,Diesel,Sedan,Automatic
Honda,Amaze,785000,1498,4.0,"Front, Transverse",35.0,Diesel,Sedan,Manual
Honda,Amaze,893000,1498,4.0,"Front, Transverse",35.0,Diesel,Sedan,Manual
Honda,Amaze,845000,1498,4.0,"Front, Transverse",35.0,Diesel,Sedan,Manual
Honda,Amaze,781000,1199,4.0,"Front, Transverse",35.0,Petrol,Sedan,Manual
Honda,Amaze,733000,1199,4.0,"Front, Transverse",35.0,Petrol,Sedan,Manual
Honda,Amaze,673000,1198,4.0,"Front, Transverse",35.0,Petrol,Sedan,Manual
Honda,Amaze,906000,1498,4.0,"Front, Transverse",35.0,Diesel,Sedan,Manual
Honda,Amaze,794000,1199,4.0,"Front, Transverse",35.0,Petrol,Sedan,Manual
Honda,Amaze,966000,1498,4.0,"Front, Transverse",35.0,Diesel,Sedan,Automatic
Honda,Amaze,864000,1199,4.0,"Front, Transverse",35.0,Petrol,Sedan,Automatic
Honda,Amaze,979300,1498,4.0,"Front, Transverse",35.0,Diesel,Sedan,Automatic
Honda,Amaze,877300,1199,4.0,"Front, Transverse",35.0,Petrol,Sedan,Automatic
Honda,Amaze,906300,1498,4.0,"Front, Transverse",35.0,Diesel,Sedan,Manual
Honda,Amaze,794300,1199,4.0,"Front, Transverse",35.0,Petrol,Sedan,Manual
Maruti Suzuki,Gypsy,637343,1298,4.0,"Front, Transverse",40.0,Petrol,SUV,Manual
Maruti Suzuki,Gypsy,622730,1298,4.0,"Front, Transverse",40.0,Petrol,SUV,Manual
Hyundai,Venue,655000,1197,4.0,"Front, Transverse",45.0,Petrol,SUV,Manual
Hyundai,Venue,826000,998,4.0,"Front, Transverse",45.0,Petrol,SUV,Manual
Hyundai,Venue,780000,1397,4.0,"Front, Transverse",0.0,Diesel,SUV,Manual
Hyundai,Venue,959000,998,4.0,"Front, Transverse",45.0,Petrol,SUV,Manual
Hyundai,Venue,974000,998,4.0,"Front, Transverse",45.0,Petrol,SUV,Manual
Hyundai,Venue,1065000,998,4.0,"Front, Transverse",45.0,Petrol,SUV,Manual
Hyundai,Venue,940000,998,4.0,"Front, Transverse",45.0,Petrol,SUV,DCT
Hyundai,Venue,1115500,998,4.0,"Front, Transverse",45.0,Petrol,SUV,DCT
Hyundai,Venue,725000,1197,4.0,"Front, Transverse",45.0,Petrol,SUV,Manual
Hyundai,Venue,850000,1397,4.0,"Front, Transverse",0.0,Diesel,SUV,Manual
Hyundai,Venue,983000,1397,4.0,"Front, Transverse",0.0,Diesel,SUV,Manual
Hyundai,Venue,998000,1397,4.0,"Front, Transverse",0.0,Diesel,SUV,Manual
Hyundai,Venue,1089000,1397,4.0,"Front, Transverse",45.0,Diesel,SUV,Manual
Tata,Nexon,695000,1198,3.0,0,44.0,Petrol,SUV,Manual
Tata,Nexon,770000,1198,3.0,0,44.0,Petrol,SUV,Manual
Tata,Nexon,870000,1198,3.0,0,44.0,Petrol,SUV,Manual
Tata,Nexon,950000,1198,3.0,0,44.0,Petrol,SUV,Manual
Tata,Nexon,970000,1198,3.0,0,44.0,Petrol,SUV,Manual
Tata,Nexon,1040000,1198,3.0,0,44.0,Petrol,SUV,Manual
Tata,Nexon,1060000,1198,3.0,0,44.0,Petrol,SUV,Automatic
Tata,Nexon,830000,1198,3.0,0,44.0,Petrol,SUV,Automatic
Tata,Nexon,1010000,1198,3.0,0,44.0,Petrol,SUV,Automatic
Tata,Nexon,1030000,1198,3.0,0,44.0,Petrol,SUV,Automatic
Tata,Nexon,1100000,1198,3.0,0,44.0,Petrol,SUV,Automatic
Tata,Nexon,1120000,1198,3.0,0,44.0,Petrol,SUV,Automatic
Tata,Nexon,845000,1497,4.0,0,44.0,Diesel,SUV,Manual
Tata,Nexon,920000,1497,4.0,0,44.0,Diesel,SUV,Manual
Tata,Nexon,1020000,1497,4.0,0,44.0,Diesel,SUV,Manual
Tata,Nexon,1100000,1497,4.0,0,44.0,Diesel,SUV,Manual
Tata,Nexon,1120000,1497,4.0,0,44.0,Diesel,SUV,Manual
Tata,Nexon,1190000,1497,4.0,0,44.0,Diesel,SUV,Manual
Tata,Nexon,1210000,1497,4.0,0,44.0,Diesel,SUV,Manual
Tata,Nexon,980000,1497,4.0,0,44.0,Diesel,SUV,Automatic
Tata,Nexon,1160000,1497,4.0,0,44.0,Diesel,SUV,Automatic
Tata,Nexon,1180000,1497,4.0,0,44.0,Diesel,SUV,Automatic
Tata,Nexon,1250000,1497,4.0,0,44.0,Diesel,SUV,Automatic
Tata,Nexon,1270000,1497,4.0,0,44.0,Diesel,SUV,Automatic
Fiat,Linea,715860,1368,4.0,"Front, Transverse",45.0,Petrol,Sedan,Manual
Fiat,Linea,862175,1248,4.0,"Front, Transverse",45.0,Diesel,Sedan,Manual
Fiat,Linea,932025,1248,4.0,"Front, Transverse",45.0,Diesel,Sedan,Manual
Fiat,Linea,991434,1248,4.0,"Front, Transverse",45.0,Diesel,Sedan,Manual
Fiat,Linea,997763,1368,4.0,"Front, Transverse",45.0,Petrol,Sedan,Manual
Mahindra,Bolero Power Plus,886398,1493,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Mahindra,Bolero Power Plus,851302,1493,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Mahindra,Bolero Power Plus,785656,1493,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Mahindra,Bolero Power Plus,749192,1493,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Mahindra,Bolero Power Plus,859497,2523,4.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Bolero Power Plus,819117,2523,4.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Maruti Suzuki,Vitara Brezza,762742,1248,4.0,"Front, Transverse",48.0,Diesel,SUV,Manual
Maruti Suzuki,Vitara Brezza,814742,1248,4.0,"Front, Longitudinal",48.0,Diesel,SUV,Manual
Maruti Suzuki,Vitara Brezza,892243,1248,4.0,"Front, Transverse",48.0,Diesel,SUV,Manual
Maruti Suzuki,Vitara Brezza,987743,1248,4.0,"Front, Transverse",48.0,Diesel,SUV,Manual
Maruti Suzuki,Vitara Brezza,1003552,1248,4.0,"Front, Transverse",48.0,Diesel,SUV,Manual
Maruti Suzuki,Vitara Brezza,1037742,1248,4.0,"Front, Transverse",48.0,Diesel,SUV,Manual
Maruti Suzuki,Vitara Brezza,864742,1248,4.0,"Front, Longitudinal",48.0,Diesel,SUV,Automatic
Maruti Suzuki,Vitara Brezza,942243,1248,4.0,"Front, Transverse",48.0,Diesel,SUV,Automatic
Maruti Suzuki,Vitara Brezza,1059742,1248,4.0,"Front, Transverse",48.0,Diesel,SUV,Automatic
Hyundai,I20 Active,774035,1197,4.0,"Front, Transverse",40.0,Petrol,Hatchback,Manual
Hyundai,I20 Active,858536,1197,4.0,"Front, Transverse",40.0,Petrol,Hatchback,Manual
Hyundai,I20 Active,882298,1197,4.0,"Front, Transverse",40.0,Petrol,Hatchback,Manual
Hyundai,I20 Active,993393,1396,4.0,"Front, Transverse",40.0,Diesel,Hatchback,Manual
Ford,Ecosport,791000,1497,3.0,"Front, Transverse",52.0,Petrol,SUV,Manual
Ford,Ecosport,871000,1497,3.0,"Front, Transverse",52.0,Petrol,SUV,Manual
Ford,Ecosport,950000,1497,3.0,"Front, Transverse",52.0,Petrol,SUV,Manual
Ford,Ecosport,1130000,1497,3.0,"Front, Transverse",52.0,Petrol,SUV,Automatic
Ford,Ecosport,841000,1498,4.0,"Front, Transverse",52.0,Diesel,SUV,Manual
Ford,Ecosport,921000,1498,4.0,"Front, Transverse",52.0,Diesel,SUV,Manual
Ford,Ecosport,999900,1498,4.0,"Front, Transverse",52.0,Diesel,SUV,Manual
Ford,Ecosport,1090000,1498,4.0,"Front, Transverse",52.0,Diesel,SUV,Manual
Ford,Ecosport,999900,1497,4.0,"Front, Transverse",52.0,Petrol,SUV,Manual
Ford,Ecosport,1145000,1498,3.0,"Front, Transverse",52.0,Diesel,SUV,Manual
Ford,Ecosport,999900,1497,4.0,"Front, Transverse",52.0,Petrol,SUV,Manual
Ford,Ecosport,1090000,1498,4.0,"Front, Transverse",52.0,Diesel,SUV,Manual
Renault,Duster,799990,1498,4.0,"Front, Transverse",50.0,Petrol,SUV,Manual
Renault,Duster,919990,1498,4.0,"Front, Transverse",50.0,Petrol,SUV,Manual
Renault,Duster,999990,1498,4.0,"Front, Transverse",50.0,Petrol,SUV,CVT
Renault,Duster,929990,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Renault,Duster,999990,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Manual
Renault,Duster,1119990,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Automatic
Renault,Duster,1209990,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Automatic
Renault,Duster,1249990,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Automatic
Renault,Duster,1249990,1461,4.0,"Front, Transverse",50.0,Diesel,SUV,Automatic
Hyundai,Verna,999900,1591,4.0,"Front, Transverse",45.0,Petrol,Sedan,Manual
Hyundai,Verna,1172544,1582,4.0,"Front, Transverse",45.0,Diesel,Sedan,Manual
Hyundai,Verna,1301881,1582,4.0,"Front, Transverse",45.0,Diesel,Sedan,Manual
Hyundai,Verna,1172999,1591,4.0,"Front, Longitudinal",45.0,Petrol,Sedan,Manual
Hyundai,Verna,1328545,1582,4.0,"Front, Transverse",45.0,Diesel,Sedan,Automatic
Hyundai,Verna,1287999,1591,4.0,"Front, Longitudinal",45.0,Petrol,Sedan,Automatic
Hyundai,Verna,933182,1396,4.0,"Front, Transverse",45.0,Petrol,Sedan,Manual
Hyundai,Verna,817867,1396,4.0,"Front, Transverse",45.0,Petrol,Sedan,Manual
Hyundai,Verna,1178894,1591,4.0,"Front, Longitudinal",45.0,Petrol,Sedan,Manual
Hyundai,Verna,1162875,1591,4.0,"Front, Longitudinal",45.0,Petrol,Sedan,Automatic
Hyundai,Verna,1407871,1582,4.0,"Front, Transverse",45.0,Diesel,Sedan,Automatic
Hyundai,Verna,942867,1396,4.0,"Front, Transverse",45.0,Diesel,Sedan,Manual
Hyundai,Verna,999900,1396,4.0,"Front, Transverse",45.0,Diesel,Sedan,Manual
Mahindra,Xuv300,830127,1197,0.0,"Front, Transverse",42.0,Petrol,SUV,Manual
Mahindra,Xuv300,915128,1197,0.0,"Front, Transverse",42.0,Petrol,SUV,Manual
Mahindra,Xuv300,1060129,1197,0.0,"Front, Transverse",42.0,Petrol,SUV,Manual
Mahindra,Xuv300,1184129,1197,0.0,"Front, Transverse",42.0,Petrol,SUV,Manual
Mahindra,Xuv300,869131,1497,0.0,"Front, Transverse",42.0,Diesel,SUV,Manual
Mahindra,Xuv300,950131,1497,0.0,"Front, Transverse",42.0,Diesel,SUV,Manual
Mahindra,Xuv300,1095129,1497,0.0,"Front, Transverse",42.0,Diesel,SUV,Manual
Mahindra,Xuv300,1214130,1497,0.0,"Front, Transverse",42.0,Diesel,SUV,Manual
Mahindra,Xuv300,1149800,1497,0.0,"Front, Transverse",42.0,Diesel,SUV,Automatic
Mahindra,Xuv300,1269131,1497,0.0,"Front, Transverse",42.0,Diesel,SUV,Automatic
Mahindra,Xuv300,999000,1497,4.0,"Front, Transverse",42.0,Diesel,SUV,AMT
Renault,Lodgy,863299,1461,4.0,"Front, Transverse",50.0,Diesel,MUV,Manual
Renault,Lodgy,964199,1461,4.0,"Front, Transverse",50.0,Diesel,MUV,Manual
Renault,Lodgy,1211599,1461,4.0,"Front, Transverse",50.0,Diesel,MUV,Manual
Renault,Lodgy,1211599,1461,4.0,"Front, Transverse",50.0,Diesel,MUV,Manual
Renault,Lodgy,1053899,1461,4.0,"Front, Transverse",50.0,Diesel,MUV,Manual
Renault,Lodgy,1130099,1461,4.0,"Front, Transverse",50.0,Diesel,MUV,Manual
Renault,Lodgy,964199,1461,4.0,"Front, Transverse",50.0,Diesel,MUV,Manual
Volkswagen,Vento,876500,1598,4.0,"Front, Transverse",55.0,Petrol,Sedan,Manual
Volkswagen,Vento,999900,1598,4.0,"Front, Transverse",55.0,Petrol,Sedan,Manual
Volkswagen,Vento,999900,1598,4.0,"Front, Transverse",55.0,Petrol,Sedan,Manual
Volkswagen,Vento,1197500,1197,4.0,"Front, Transverse",55.0,Petrol,Sedan,Automatic
Volkswagen,Vento,1449500,1197,4.0,"Front, Transverse",55.0,Petrol,Sedan,Automatic
Volkswagen,Vento,958500,1498,4.0,"Front, Transverse",55.0,Diesel,Sedan,Manual
Volkswagen,Vento,999900,1498,4.0,"Front, Transverse",55.0,Diesel,Sedan,Manual
Volkswagen,Vento,1210500,1498,4.0,"Front, Longitudinal",55.0,Diesel,Sedan,Manual
Volkswagen,Vento,1336500,1498,4.0,"Front, Transverse",55.0,Diesel,Sedan,Automatic
Volkswagen,Vento,1317500,1498,4.0,"Front, Transverse",55.0,Diesel,Sedan,Automatic
Volkswagen,Vento,1449500,1498,4.0,"Front, Transverse",45.0,Diesel,Hatchback,Manual
Volkswagen,Vento,1317500,1197,4.0,"Front, Transverse",45.0,Petrol,Hatchback,Automatic
Mahindra,E2O Plus,881425,0,0.0,"Front, Transverse",0.0,Electric,Hatchback,Automatic
Mahindra,E2O Plus,957177,0,0.0,"Front, Transverse",0.0,Electric,Hatchback,Automatic
Tata,Tigor Ev,960868,0,0.0,0,35.0,Electric,Sedan,Automatic
Tata,Tigor Ev,975868,0,0.0,0,35.0,Electric,Sedan,Automatic
Tata,Tigor Ev,944175,0,0.0,0,35.0,Electric,Sedan,Automatic
Honda,Brv,952900,1497,4.0,"Front, Transverse",42.0,Petrol,SUV,Manual
Honda,Brv,1052900,1497,4.0,"Front, Transverse",42.0,Petrol,SUV,Manual
Honda,Brv,1167900,1497,4.0,"Front, Transverse",42.0,Petrol,SUV,Manual
Honda,Brv,1271900,1497,4.0,"Front, Transverse",42.0,Petrol,SUV,Manual
Honda,Brv,1285900,1497,4.0,"Front, Transverse",42.0,Petrol,SUV,Automatic
Honda,Brv,1187900,1498,4.0,"Front, Transverse",42.0,Diesel,SUV,Manual
Honda,Brv,1273900,1498,4.0,"Front, Transverse",42.0,Diesel,SUV,Manual
Honda,Brv,1382900,1498,4.0,"Front, Transverse",42.0,Diesel,SUV,Manual
Mahindra,Thar,959860,2498,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Mahindra,Thar,999148,2498,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Mahindra,Thar,974860,2498,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
Force,Gurkha,999000,2596,4.0,"Front, Longitudinal",63.0,Diesel,SUV,Manual
Force,Gurkha,1075000,2596,4.0,"Front, Longitudinal",63.0,Diesel,SUV,Manual
Force,Gurkha,1299000,2149,4.0,"Front, Longitudinal",63.0,Diesel,SUV,Manual
Force,Gurkha,1330000,2149,4.0,"Front, Longitudinal",63.0,Diesel,SUV,Manual
Force,Gurkha,975000,2596,4.0,"Front, Longitudinal",63.0,Diesel,SUV,Manual
Force,Gurkha,1225000,2596,4.0,"Front, Longitudinal",63.0,Diesel,SUV,Manual
Maruti Suzuki,Xl6,984689,1462,4.0,"Front, Transverse",45.0,Petrol,MPV,Manual
Maruti Suzuki,Xl6,1041189,1462,4.0,"Front, Transverse",45.0,Petrol,MPV,Manual
Maruti Suzuki,Xl6,1094689,1462,4.0,"Front, Transverse",45.0,Petrol,MPV,Automatic
Maruti Suzuki,Xl6,1151189,1462,4.0,"Front, Transverse",45.0,Petrol,MPV,Automatic
Fiat,Abarth Avventura,989219,1368,4.0,"Front, Transverse",0.0,Petrol,Crossover,Manual
Mahindra,Tuv300 Plus,992748,2179,3.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Tuv300 Plus,1029650,2179,3.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Tuv300 Plus,1142157,2179,3.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Marazzo,999900,1497,4.0,"Front, Transverse",45.0,Diesel,MPV,Manual
Mahindra,Marazzo,1156471,1497,4.0,"Front, Transverse",45.0,Diesel,MPV,Manual
Mahindra,Marazzo,1308592,1497,4.0,"Front, Transverse",45.0,Diesel,MPV,Manual
Mahindra,Marazzo,1468440,1497,4.0,"Front, Transverse",45.0,Diesel,MPV,Manual
Mahindra,Marazzo,999900,1497,4.0,"Front, Transverse",45.0,Diesel,MPV,Manual
Mahindra,Marazzo,1164569,1497,4.0,"Front, Transverse",45.0,Diesel,MPV,Manual
Mahindra,Marazzo,1316690,1497,4.0,"Front, Transverse",45.0,Diesel,MPV,Manual
Mahindra,Marazzo,1476538,1497,4.0,"Front, Transverse",45.0,Diesel,MPV,Manual
Mahindra,Scorpio,999994,2523,4.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Scorpio,1236258,2179,4.0,"Front, Longitudinal",80.0,Diesel,SUV,Manual
Mahindra,Scorpio,1123158,2179,4.0,"Front, Longitudinal",80.0,Diesel,SUV,Manual
Mahindra,Scorpio,1220030,2179,4.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Scorpio,1330006,2179,4.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Scorpio,1360668,2179,4.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Scorpio,1540081,2179,4.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Scorpio,1663054,2179,4.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Mahindra,Scorpio,1423710,2179,4.0,"Front, Longitudinal",60.0,Diesel,SUV,Manual
Skoda,Monte Carlo,1425599,1498,4.0,"Front, Transverse",55.0,Diesel,Sedan,Automatic
Skoda,Monte Carlo,1269599,1598,4.0,"Front, Transverse",55.0,Petrol,Sedan,Automatic
Skoda,Monte Carlo,1299599,1498,4.0,"Front, Transverse",55.0,Diesel,Sedan,Manual
Skoda,Monte Carlo,1139599,1598,4.0,"Front, Transverse",55.0,Petrol,Sedan,Manual
Mahindra,Xuv500,1610180,2179,4.0,"Front, Transverse",70.0,Petrol,SUV,Automatic
Mahindra,Xuv500,1418313,2179,4.0,"Front, Longitudinal",70.0,Diesel,SUV,Manual
Mahindra,Xuv500,1539488,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Automatic
Mahindra,Xuv500,1588943,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Manual
Mahindra,Xuv500,1710118,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Automatic
Mahindra,Xuv500,1716319,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Manual
Mahindra,Xuv500,1837586,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Automatic
Mahindra,Xuv500,1741319,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Manual
Mahindra,Xuv500,1862586,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Automatic
Mahindra,Xuv500,1610180,2179,4.0,"Front, Transverse",70.0,Petrol,SUV,Automatic
Mahindra,Xuv500,1418313,2179,4.0,"Front, Longitudinal",70.0,Diesel,SUV,Manual
Mahindra,Xuv500,1539488,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Automatic
Mahindra,Xuv500,1588943,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Manual
Mahindra,Xuv500,1710118,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Automatic
Mahindra,Xuv500,1716319,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Manual
Mahindra,Xuv500,1837586,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Automatic
Mahindra,Xuv500,1741319,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Manual
Mahindra,Xuv500,1862586,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Automatic
Mahindra,Xuv500,1852488,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Manual
Mahindra,Xuv500,1973664,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Automatic
Mahindra,Xuv500,1230924,2179,4.0,"Front, Transverse",70.0,Diesel,SUV,Manual
Mahindra,E Verito,1293214,72,0.0,0,0.0,Electric,Sedan,Automatic
Mahindra,E Verito,1267208,72,0.0,0,0.0,Electric,Sedan,Automatic
Mahindra,E Verito,1303241,72,0.0,0,0.0,Electric,Sedan,Automatic
Tata,Hexa,1639374,2179,4.0,"Front, Transverse",60.0,Diesel,SUV,Manual
